Customer Account Name,Opportunities Opportunity Created Date,Accounts Salesforce Account ID,Opportunity Key Dates Current Stage,Accounts Is Churned? (Yes / No),Customer Account Toast Guid,Opportunities Total Software ARR,Opportunity Line Item Hardware Value
Secret Kitchen,2022-07-21,0014W00002xcI8QQAU,13. Booked - Need Info to Onboard,Yes,13ed196b-249e-461d-9828-db7f5c636a0f,0,0
Murray's Shaved Ice,2022-07-21,0014W00002xcHxcQAE,17. Closed - On hold by Billing,Yes,64fb8883-ec89-4402-a779-1a334012ed12,0,0
Anzie Blue,2022-07-20,0014W00002xcGRDQA2,16. Closed - Onboarded,No,0720d65e-1243-4351-8a34-09cd59aabac0,1008,1108
Smoke fire N' Ice BBQ,2022-07-20,0014W00002xcGfAQAU,16. Closed - Onboarded,Yes,f703357c-c906-43fd-aef2-bb52adca22c9,0,0
Little Buca Restaurant,2022-07-20,0014W00002xcFJUQA2,18. Live,No,580e7259-af81-4d90-83c5-25b8da3d2f3b,0,318
J's Cafe,2022-07-20,0014W00002xcGSpQAM,18. Live,No,1a8c77fe-50c3-40b7-9793-1fc0f56cbd10,0,318
Mocha Moose,2022-07-20,0014W00002xcGQtQAM,18. Live,No,78f2ca55-9ffc-4227-9c95-146ffc25dbbe,6048,2733
La Taberna Jalisco,2022-07-20,0014W00002xcG2DQAU,13. Booked - Need Info to Onboard,Yes,7a0ee28a-a596-4117-ae57-6d036dc9373d,0,318
Big Man Big Dogz,2022-07-20,0014W00002xcGsEQAU,16. Closed - Onboarded,No,ace400ec-7ee5-4b90-a652-d5301869e930,0,0
BSDTP,2022-07-20,0014W00002xcGFlQAM,13. Booked - Need Info to Onboard,Yes,33203e10-143e-4961-a5cd-dc2f5e4aa089,828,999
anas confections,2022-07-20,0014W00002xcGeMQAU,18. Live,No,71569a89-d94e-45fb-9420-c85100a38d5a,0,318
Phattys Tacos,2022-07-20,0014W00002xcGSCQA2,16. Closed - Onboarded,No,df5119c9-a05d-4836-8540-31475c284ef7,0,527
Sabanas  Que Rico Quirico’s,2022-07-20,0014W00002xcGsnQAE,16. Closed - Onboarded,No,123a31c9-f393-4745-8401-88dc709c089e,0,318
All Pro Roadside llc,2022-07-20,0014W00002xcH1kQAE,13. Booked - Need Info to Onboard,Yes,1faf286d-19a6-4ac1-b496-681e0e4f8e10,0,0
Ground Pounder Mobile Coffee,2022-07-20,0014W00002xcGNBQA2,18. Live,No,055e14e9-44b0-4f26-b7a1-a4e244eba49e,300,818
Natkhat Flavors,2022-07-20,0014W00002msEWDQA2,18. Live,No,ae216d25-a553-4f36-8a13-29652e33cce4,1200,119
Meraki Manor,2022-07-19,0014W00002XUJ5yQAH,18. Live,No,1a4d3304-1cfa-43f7-bba5-59d28473b207,0,0
Texas Soul Food Cookin,2022-07-19,0014W00002xcEQeQAM,16. Closed - Onboarded,No,9bd8928b-60c6-4331-b4b9-8f12f6b25d29,0,0
Tater Barn Tavern and Cigar Bar,2022-07-19,0014W00002xcEhtQAE,18. Live,No,260986e7-ae81-4b3b-96a7-8eb5520bb253,0,318
tobars slice,2022-07-19,0014W00002xcDnDQAU,18. Live,No,7bb34253-f4bb-493c-8633-dee10cabfc77,0,0
Sushi Atelier,2022-07-19,0014W00002xcD5QQAU,18. Live,No,80aa2088-5404-4154-a0f5-3d9f8142804e,0,0
Bergheim Coffee Company,2022-07-19,0014W00002xcE7SQAU,18. Live,No,bd0ec73a-faa9-49d9-86ab-af05837ca7ee,900,1017
Brisketeria,2022-07-19,0014W00002xcEr9QAE,18. Live,No,8e932b6d-1bbd-4eff-bc56-72ee01c7eba4,0,528
Bacon and Bubbles LLC,2022-07-19,0014W00002xcCpIQAU,18. Live,No,77c2cce9-c0b9-46e6-aa95-5631c128ac63,300,817
Zalim hot chicken & burgers,2022-07-19,0014W00002muyKoQAI,18. Live,No,80575a58-9c60-45b4-b284-f8a1268759df,1380,3233
Kim's Cottage Confections,2022-07-19,0014W00002xcEjLQAU,18. Live,No,1ee92d19-de08-41fe-ae77-a6065dd8922b,0,0
Paradise Biryani Pointe,2022-07-19,0014W00002xcEBPQA2,13. Booked - Need Info to Onboard,Yes,38a49d53-ed4e-46bd-98ed-7abab8a0b455,0,199
BeachLifeBo's LLC,2022-07-18,0014W00002xcBqyQAE,18. Live,No,5bbe95ce-bf68-4b68-a0a8-e496506a32eb,0,0
ROCKET FUEL WINGS,2022-07-18,0014W00002xcCkIQAU,18. Live,No,38138241-9cc2-442b-90f8-09e9c6781900,300,817
2nd Chance Fitness,2022-07-18,0014W00002xcBlFQAU,16. Closed - Onboarded,No,588476f9-36e6-49ee-a13d-7749c0831905,0,0
Good2GO,2022-07-18,0014W00002xcBMoQAM,18. Live,No,ce7e9c13-eee2-4c5c-9077-a475fa453d73,0,0
Bos Schnitzelbunker,2022-07-18,0014W00002xcCotQAE,18. Live,No,bf8f933e-4d20-4d12-aa1a-818ecdcac0d5,708,1327
A2Z Consult LLC,2022-07-18,0014W00002xcC9bQAE,18. Live,No,0dbcb1bf-43f4-4789-aa28-1b5088742ae4,0,518
Between the Pines Catering Attn John Dobbins,2022-07-18,0014W00002xcCp3QAE,13. Booked - Need Info to Onboard,Yes,e2af8ee5-02b5-49bf-92f1-0175b4598e1e,0,0
Bonefire Grill,2022-07-18,0014W00002xcByxQAE,18. Live,No,e42a7f8f-e97e-43ab-8258-6932929f6dfd,0,199
Monsoon,2022-07-18,0014W00002xcCfhQAE,18. Live,No,63be0d9a-6c16-4765-a941-3231b3ac6d68,2628,2225
Barefoot Bakester,2022-07-18,0014W00002xcC2GQAU,13. Booked - Need Info to Onboard,Yes,b0d63a2d-9ae5-4d41-9159-1ec53694aae6,0,0
Guajiro Cuban Comfort Food,2022-07-18,0014W00002xcCKAQA2,18. Live,No,a4dfe49c-9550-45e1-8bfe-2440654eac6a,2028,1816
Hook and Peel LLC,2022-07-18,0014W00002xcCr4QAE,16. Closed - Onboarded,Yes,159bb5c3-4b7a-4469-847b-a31c43dc60d5,300,499
Drumstix Inc,2022-07-18,0014W00002xcCEbQAM,16. Closed - Onboarded,No,6b167763-e890-49df-82ff-025348071f09,900,527
Smokey Jay's,2022-07-17,0014W00002xcAxTQAU,18. Live,No,973767e2-5196-45ba-a539-7c324a358c33,0,209
J & N LIQUORS INC,2022-07-16,0014W00002xcARfQAM,13. Booked - Need Info to Onboard,No,0cca6974-7158-4721-aed6-66ff4ebde26f,0,0
The Shaydyside,2022-07-16,0014W00002xcAuUQAU,18. Live,No,2c14f153-79de-4a9d-a491-d4735489cdfc,0,0
Your Sandwich Next,2022-07-16,0014W00002xcATEQA2,17. Closed - On hold by Billing,Yes,1471146e-25fa-4193-a01b-82efdc761d30,0,0
Mya's Bar & Kitchen,2022-07-16,0014W00002xcAO2QAM,18. Live,No,5b639db4-359b-4a65-bcd7-de38d1579fbd,1500,1136
Leesavorysweet LLC,2022-07-15,0014W00002xc9UiQAI,16. Closed - Onboarded,No,76dfcf03-d6fa-4c0d-814c-f5079b65298d,0,0
A TASTE OF NOLA,2022-07-15,0014W00002xcAMBQA2,16. Closed - Onboarded,No,115f8745-d9d9-4836-bc28-57098891d1e1,0,0
Pook's Pub,2022-07-15,0014W00002xc9gyQAA,18. Live,No,96314fa9-7d5e-4337-a2ee-d822b36a9acb,0,318
Glori Days Bakery,2022-07-15,0014W00002xc9iaQAA,13. Booked - Need Info to Onboard,Yes,b4ec0eb5-6a58-4ba2-8c3c-e0e08ac89c09,0,527
Yommaste,2022-07-15,0014W00002xcA2kQAE,13. Booked - Need Info to Onboard,No,112d82d7-8107-4ec0-bdc6-5651dd4115aa,0,318
Tasty Dream Food Truck,2022-07-15,0014W00002xc9ApQAI,18. Live,No,6ac42dfb-7b29-4db9-a47c-df3ecabe4ddf,0,518
Caseys Pub & Grill,2022-07-15,0014W00002mujHxQAI,18. Live,No,3259c250-4923-4327-833e-23946343e7ac,0,527
The Grove 1848,2022-07-15,0014W00002xc9FQQAY,18. Live,No,12651c39-5b48-4ebb-847e-d71fa14f49ba,300,1435
Home Sweet Home Elbert,2022-07-15,0014W00002xc9EXQAY,18. Live,No,16e50815-de8d-4c36-b110-2765988f61a4,0,1126
Estas Manos Coffee Roasters,2022-07-15,0014W00002xcAB8QAM,17. Closed - On hold by Billing,No,46dccddc-cdd0-41ef-bf53-52b3713c7af4,0,0
Romano's Pizzeria,2022-07-15,0014W00002xc9ZEQAY,13. Booked - Need Info to Onboard,Yes,94691eea-2705-4f1f-b8b1-4458df5ef548,0,0
Gogi restaurant,2022-07-15,0014W00002W7e9JQAR,18. Live,No,8791c51a-7667-48cd-8f34-68ae2912f9dc,900,1226
GG Grab and eat,2022-07-15,0014W00002xc9Q2QAI,13. Booked - Need Info to Onboard,No,4794b207-c47c-4c8d-81de-44a716d7561b,0,0
Rumy's Chicken On the Run,2022-07-14,0014W00002mvB0jQAE,18. Live,No,64216b72-4c6c-4896-9a81-a171d63e9320,300,817
menya irvine,2022-07-14,0014W00002mvAjLQAU,18. Live,No,a17d26c2-4bf2-43b3-9d0a-5a94a8fb55b8,0,199
Kiwanis Club of East Geauga,2022-07-14,0014W00002mvBAJQA2,18. Live,No,36bac2c0-18e3-453a-b757-9b6cbed665c3,0,0
Cafe Olam,2022-07-14,0014W00002mvANyQAM,18. Live,No,52053628-9a57-4677-9f7e-729eb43967f6,0,518
Blackjack Coffee Co.,2022-07-14,0014W00002mvAEhQAM,16. Closed - Onboarded,No,eba40f88-46b3-4e69-a8d1-9b79268f7b4a,0,0
Hand Hospitality,2022-07-14,0013c00001rDVwdAAG,13. Booked - Need Info to Onboard,No,099cda7a-3208-4ceb-b334-c2fcd5e4c4ac,0,0
WareHouse - 13,2022-07-14,0014W00002mvA1EQAU,13. Booked - Need Info to Onboard,Yes,afa111f7-41b6-4eec-9b12-4129cf72a12b,0,200
SheBrews Cafe LLC,2022-07-14,0014W00002mv9tqQAA,17. Closed - On hold by Billing,Yes,330008c7-79f4-401b-8add-efdb2fa62a9c,0,0
Fortune Wok,2022-07-14,0013c00001uMrJuAAK,18. Live,No,58e04e53-c319-4afd-8512-74a07c37c9ad,0,1415
Smokey's Texas Bbq,2022-07-13,0014W00002mv5ChQAI,16. Closed - Onboarded,No,7eb5776c-8884-4931-a707-12ba8eeae952,0,0
Simply Good Desserts,2022-07-13,0014W00002mv8hsQAA,18. Live,No,9c06ad87-3723-4c81-9185-9e3b4cea3021,0,917
churchils fish and chips,2022-07-13,0014W00002mv9KgQAI,13. Booked - Need Info to Onboard,Yes,2940842b-2dd4-4a3d-adda-8153e121398d,0,527
King Nickolis Kitchen,2022-07-13,0014W00002mv7VlQAI,16. Closed - Onboarded,No,f0ccc352-30c8-4fdf-bcda-752237265780,0,0
Noah Jos,2022-07-13,0014W00002mv9EEQAY,13. Booked - Need Info to Onboard,Yes,c0b12340-21bf-4343-b904-ad007f478897,0,0
Takos y mas,2022-07-13,0014W00002mv8etQAA,18. Live,No,45d1321b-9333-4b4f-be88-22e816145e0b,0,1207
eUniques Kitchen,2022-07-13,0014W00002mv9Q0QAI,18. Live,No,7ac07d44-ac54-45ed-9c48-281c216256fa,0,0
Nwanneka's Place,2022-07-12,0014W00002mv62jQAA,17. Closed - On hold by Billing,Yes,c207bbe2-f3c2-492b-95b9-65682a0f6962,0,199
Pacific Steak & Hoagie,2022-07-12,0014W00002mv7KiQAI,13. Booked - Need Info to Onboard,Yes,fcaf1f7a-3881-4698-94a1-9c6de4615b23,0,0
Plaza Teontepec,2022-07-12,0014W00002mv77pQAA,13. Booked - Need Info to Onboard,No,9fbd03ad-7bc0-4bed-8520-7f47d637fae0,0,408
Marcels BBQ,2022-07-12,0014W00002mv7LqQAI,18. Live,No,f327d55e-39da-4940-8aff-b8728050b232,0,119
Chatuga Ridge Coffeehouse,2022-07-12,0014W00002mv713QAA,13. Booked - Need Info to Onboard,Yes,8495c70c-be51-4721-8e0a-ac2bf15d57c1,0,318
Whats Cookin,2022-07-12,0014W00002mv5fSQAQ,18. Live,No,fb169446-5503-437f-a199-129679a01ac8,0,209
The Chicken Tender Factory,2022-07-12,0014W00002mv72aQAA,13. Booked - Need Info to Onboard,Yes,880fcbe9-d08a-4012-9ee6-2333d3641a9f,0,0
momodosa sarala kattel,2022-07-12,0014W00002mv7FEQAY,18. Live,No,b6dbe04d-5a98-47ce-b5ee-62776f21934b,0,209
Slaps,2022-07-12,0014W00002mv62PQAQ,18. Live,No,9117e5ee-d15d-457d-8097-00fdb21af28d,0,0
Tortas Mexico,2022-07-11,0014W00002mv4y9QAA,18. Live,Yes,1a285748-f154-474a-91b6-93125a38615c,0,0
Celias Catering,2022-07-11,0014W00002mv4tsQAA,18. Live,Yes,26d593de-3d06-41a5-85d9-3d4bf5fd1f62,0,0
Gypsy Chicks Newish Deli,2022-07-11,0014W00002mv5TOQAY,18. Live,No,adddfb9c-aedc-4643-81e4-6fdd4fde1cf5,0,0
padthai boran,2022-07-11,0014W00002mv59dQAA,18. Live,No,39a48a7a-c56c-48b1-a7c8-8ca911627f8f,0,199
Country Gourmet,2022-07-11,0014W00002mv4RyQAI,18. Live,No,640a6111-4b59-437e-84c5-bef1c613cdaf,600,1726
Greenwood Bakery & Deli,2022-07-11,0014W00002mv3n8QAA,18. Live,No,30265530-ab63-4cb4-aba8-48f925603929,0,527
INDIAN DELICACIES,2022-07-11,0014W00002mv5GjQAI,18. Live,No,197d7a75-3c19-4f56-a3eb-bcf296714fe7,0,518
Nanas Temptations,2022-07-10,0014W00002mv3WxQAI,18. Live,No,d7b7a584-b04f-4414-ab2f-f703c12540e1,0,199
Sky Cafe,2022-07-10,0014W00002mv3dSQAQ,16. Closed - Onboarded,No,68695a31-15e0-455a-ac52-dbe57497604d,0,0
Treehouse Bar,2022-07-09,0014W00002mv35FQAQ,13. Booked - Need Info to Onboard,Yes,4019a786-458c-462f-94c6-68d3be17efe0,0,199
Namaste Sacramandu,2022-07-09,0014W00002mv2ejQAA,18. Live,No,3b0531cf-acfd-4013-8331-f7d6de2e34b9,0,527
Villainous,2022-07-09,0014W00002mv34MQAQ,18. Live,No,eec8de85-0aa8-45d8-993b-738f561db36a,300,499
Mercedes Coffee Shop,2022-07-08,001C000001YWvD2IAL,18. Live,No,68531f5d-d64a-49c6-937a-e069a7319584,0,527
Pushin It Catering,2022-07-08,0014W00002mv27zQAA,16. Closed - Onboarded,No,f3b4223b-b548-45ac-ae0f-7acd6ab0e608,0,0
Astro Culinary Eatz,2022-07-08,0014W00002mv2OuQAI,16. Closed - Onboarded,Yes,70efa536-994a-415c-84dd-6d3303b995de,0,209
Chism's Green Onion,2022-07-08,0014W00002mv2UZQAY,17. Closed - On hold by Billing,Yes,c5b76457-1c1b-4622-8c22-9b8c96077e29,0,318
Big Brew Energy LLC,2022-07-08,0014W00002mv22uQAA,18. Live,No,2b78b240-92f2-405e-8037-57e308017f56,0,318
Barnyard BBQ,2022-07-08,0014W00002mv2KYQAY,13. Booked - Need Info to Onboard,Yes,a63f2561-93eb-4f66-a2ea-070a99035f9f,0,318
Stocks & Blondes,2022-07-08,0013c00001sGyoDAAS,18. Live,No,90c64498-fa25-4f37-a299-978548963a7c,2268,2124
A heavenly sandwhich,2022-07-08,0014W00002mv2HAQAY,18. Live,No,cb710d2a-ccf1-46e0-bf56-c050fd309910,0,0
Organic Dose,2022-07-07,0014W00002muzGXQAY,18. Live,No,7f8d02fb-2b63-4ed3-a83a-089aa7395767,0,0
Revive Coffee Brewery,2022-07-07,0014W00002muyluQAA,18. Live,No,3485b349-a6b8-4496-b92f-c4d7474de290,0,518
Pasta Per Strada,2022-07-07,0014W00002mv0TwQAI,16. Closed - Onboarded,No,fbf4e648-6ea4-41e5-8014-d31303ee77ab,300,817
Cafe Diem,2022-07-07,0014W00002mv0C4QAI,18. Live,No,59892532-8a28-4f67-b3ad-8d866109855c,0,1444
FORT RAMSAY CORNER STORE,2022-07-07,0014W00002mv0PQQAY,18. Live,No,d78a1cd5-9473-413d-919d-85c65121b0e6,0,209
C & C Eatery,2022-07-07,0014W00002mv0fxQAA,18. Live,No,69e53f32-6196-4e0b-a657-d724f67dcd18,0,0
knight restaurant,2022-07-07,0014W00002muykSQAQ,18. Live,No,86b0c7a9-9833-43af-a93d-b5a4c4e76373,900,518
Bees Knees Bartending,2022-07-06,0014W00002muxbsQAA,18. Live,No,3fc76e6c-50b5-4411-aca6-787e7dfc49d5,0,0
Rebel Roast,2022-07-06,0014W00002muxvsQAA,18. Live,No,ce11d165-206c-4e96-a989-cf57099755d4,0,0
Scottino Family Baking Company,2022-07-06,0014W00002muxnmQAA,16. Closed - Onboarded,No,607fa72a-d80c-4a84-b1c3-3d3a526169d6,0,0
Frosty Fox Events LLC,2022-07-06,0014W00002muxkiQAA,18. Live,No,672fb4c2-9df8-407b-a1e4-8ed954f33326,0,0
Creative Cravings Company,2022-07-06,0014W00002muy1qQAA,13. Booked - Need Info to Onboard,No,d4f78074-0122-4d2d-9bcd-44fc01d46abf,0,0
Don Chido,2022-07-06,0014W00002muxj6QAA,18. Live,No,270bf238-d1b2-45c3-bb87-85b3adc15c90,300,817
The Hangout LLC,2022-07-06,0014W00002muyOgQAI,18. Live,No,51f05a5b-3702-4616-a2a8-c6583ec18f7d,0,527
Water Oak House,2022-07-06,0014W00002muwaFQAQ,13. Booked - Need Info to Onboard,Yes,2b271d20-707a-4278-bbea-1c355d8cf82a,0,0
Godot,2022-07-06,0014W00002muwelQAA,16. Closed - Onboarded,No,813271a7-9c1d-429a-b1dc-da90cc24d9c1,0,0
Aberdeen smoothie shop,2022-07-06,0014W00002muyFPQAY,16. Closed - Onboarded,No,5be2a4ba-10e1-40d1-81ae-52309d2755e9,1908,2864
Boba Station Desert Hills POP Up,2022-07-06,0014W00002muyjPQAQ,18. Live,No,7ac5bde3-11bb-4dce-bf41-cc1d634be8e5,0,0
Zazza's cuisine,2022-07-06,0014W00002muybLQAQ,13. Booked - Need Info to Onboard,Yes,b5a7a5b2-90cd-488e-b3cd-c1d1794d2faf,0,0
Om Sri Sai Balaji Temple and Cultural Center,2022-07-06,0014W00002muxufQAA,18. Live,No,417479a0-ac76-441c-acb9-ec60abc01383,0,527
New Orleans Creole CuiZines,2022-07-06,0014W00002muxtcQAA,16. Closed - Onboarded,No,c9903b9a-656d-4561-a91a-f9301af9a212,0,527
Laura Mae's Smokehouse & Bbq,2022-07-05,0014W00002muvksQAA,18. Live,No,ddfa8055-e40d-481c-88d1-3ad5f3e3d360,0,318
McCoys BBQ,2022-07-05,0014W00002muwJnQAI,18. Live,No,48c1a142-0252-4126-84b4-f99e4f62e44c,0,518
Sabor Mexicano,2022-07-05,0014W00002muvjLQAQ,18. Live,No,feef8e9d-98c3-4ad9-b3e8-31ed24519f5e,0,318
Hersh's,2022-07-05,0014W00002msS7SQAU,18. Live,No,d41a9bfa-ea47-45c6-ac14-4d86858e2cde,0,0
Ruchi Palace,2022-07-05,0014W00002muvpxQAA,18. Live,No,6aa9c4b8-b69f-4da4-8dd1-d7d04dd2d84e,1500,936
Mr. Frappe LLC,2022-07-05,0014W00002muwVPQAY,16. Closed - Onboarded,No,d92d6035-6330-49fb-b3d8-861e61eca631,0,518
The F.R.O.G.,2022-07-05,0014W00002muwSfQAI,18. Live,No,0bc10ce6-3129-44b6-9794-c5cfeccc51db,300,499
DL's Strawberry Kooler,2022-07-05,0014W00002muwOJQAY,18. Live,No,d0c7c082-84c1-4aaf-a986-8709b43e36ce,0,1235
Ur dream sofa,2022-07-03,0014W00002muuaIQAQ,13. Booked - Need Info to Onboard,No,d9b75de5-67c3-45e5-87b1-54b577ecc196,0,0
Cakes n more,2022-07-02,0014W00002mutjAQAQ,18. Live,No,dd31832e-b292-46a0-9ca2-32b5af75e6e0,0,1435
Out West BBQ,2022-07-01,0014W00002muJG0QAM,16. Closed - Onboarded,No,eafba1e2-9b8c-48fb-acba-137647bbd9b7,0,0
The Lunchbox,2022-07-01,0014W00002mutb6QAA,18. Live,Yes,0c67f39b-cf80-4ba7-990c-c2057807b835,1728,1326
DannyBoy BBQ,2022-07-01,0014W00002muszOQAQ,18. Live,No,37293d12-5081-4a05-854c-cd2876a8f343,0,0
Everything Fire LLC,2022-07-01,0014W00002mutD5QAI,13. Booked - Need Info to Onboard,Yes,d3acdcbb-0e76-4cac-8a65-86735bf2ea95,0,0
La Vida Coffee,2022-07-01,0014W00002musLJQAY,16. Closed - Onboarded,No,ff83cf2c-31a6-4ba2-a7de-773e82e03a15,0,200
SlyFox,2022-07-01,0014W00002mutXnQAI,13. Booked - Need Info to Onboard,Yes,9362b9e9-b6fb-4bd3-9f60-40f271c30d59,0,318
Tipsy Cow Ice Cream and Deserts,2022-07-01,0014W00002mu6XEQAY,17. Closed - On hold by Billing,Yes,2b1b9940-f8ee-41b8-9c14-4fd1bdfa54cb,0,0
Roll'N Bro's Food Truck,2022-07-01,0014W00002musL4QAI,18. Live,No,d529851c-0eb5-4891-b7be-aa6c8b597c04,0,527
YummyTecture,2022-07-01,0014W00002musM7QAI,18. Live,No,9b070024-d3e0-4841-a050-d9a15ac5481b,0,318
Low Wood Smoking,2022-07-01,0014W00002mutKFQAY,18. Live,No,1081c536-7c72-4cbf-93b9-00af7462cea3,0,0
Zagadat Bar and grill,2022-07-01,0014W00002mutGYQAY,13. Booked - Need Info to Onboard,Yes,d7be4d91-e5e3-4bb0-8bc2-fae0d7fba0b8,0,0
Fraternal Order of Eagles,2022-06-30,0014W00002mus8KQAQ,18. Live,No,efcc40fb-24f2-4479-be3b-a144fc52ecde,0,299.5
Detalles Juice Bar LLC,2022-06-30,0014W00002murxqQAA,18. Live,No,69bec6fa-c75b-4bbc-8850-259a61c9a82a,0,517
Spring Arcade Coffeehouse,2022-06-30,0014W00002muq9aQAA,18. Live,No,b102de64-5b29-46a6-80f6-cf7779c44143,0,484
Gallberry Corn Maze LLC,2022-06-30,0014W00002musBYQAY,18. Live,No,3d986207-5d8d-4c2a-bdfb-2898226466ae,0,1444
Ladylelekrumbgallery,2022-06-30,0014W00002murvzQAA,18. Live,No,99bc4a9c-1353-41a1-95b1-b53c7efad480,0,0
The Hoagie Hutt LLC,2022-06-30,0014W00002muqziQAA,13. Booked - Need Info to Onboard,Yes,2b823a4f-8b1f-4297-8989-499da734aaa7,0,318
Saurina's Family Kitchen,2022-06-30,0014W00002murXmQAI,18. Live,Yes,ea8d1401-b924-45f1-8047-949502221804,300,817
Tajmahal Indian Cuisine,2022-06-30,0013c00001sngqiAAA,18. Live,No,89f6dc14-3916-472b-87b0-2b0f74650aca,900,1226
Yaxon Group LLC,2022-06-30,0014W00002murtAQAQ,16. Closed - Onboarded,No,94b7a46d-838f-47ce-b0cf-30876e95e086,0,0
Country Bird Bakery,2022-06-30,0014W00002mus98QAA,18. Live,No,19cfd98f-1ca6-44ba-86c6-1be358fcf8f2,0,318
HAPPYJX,2022-06-30,0014W00002murmYQAQ,16. Closed - Onboarded,No,107e2894-ed68-4172-b53a-5c49e3bc1ecf,0,318
Drizl Coffee,2022-06-30,0014W00002muqCPQAY,18. Live,No,c48d2bbd-c2b2-4e86-af7e-ea389cf853f9,0,608
Fire Pit Brazilian BBQ,2022-06-30,0014W00002mur3aQAA,18. Live,No,870e273d-2ee1-4d96-85a3-857651f685d7,300,699
World fresh fruits,2022-06-30,0014W00002muqATQAY,13. Booked - Need Info to Onboard,Yes,863ca29a-13ce-49d3-912c-1de7b4bd507b,0,0
The Filling Station,2022-06-30,0014W00002murwdQAA,16. Closed - Onboarded,No,1891f5bd-5db7-4f9f-87bb-5b9f07033d6d,300,1017
Smoke Over Broadway,2022-06-30,0014W00002murXIQAY,13. Booked - Need Info to Onboard,No,28dc9531-9b78-4fe2-b027-750e82c44890,0,528
Rot's Hots,2022-06-29,0014W00002mupHcQAI,18. Live,No,fab665cf-c405-44ed-922a-a2c5421b85eb,0,318
ZENBURGER,2022-06-29,0014W00002muoPCQAY,18. Live,No,84cc7724-e02d-46de-aaa1-32fd833fdfbd,0,318
"Eighty 8 Bar & Grill, LLC",2022-06-29,0014W00002muoMSQAY,17. Closed - On hold by Billing,Yes,b2e8a988-33cc-4873-9d14-ae7cd2327a5a,0,1444
Bev’s City Bakery,2022-06-29,0014W00002muoVoQAI,13. Booked - Need Info to Onboard,Yes,505955d3-23dc-4c7a-b3f0-7e06a9080f6c,0,0
Sugar B's Bakeshop,2022-06-29,0014W00002muoIBQAY,18. Live,No,c0bc6719-dc74-4a97-8d81-44431a8a76c9,0,318
Twelve 31 Cafe,2022-06-29,0014W00002muoffQAA,18. Live,No,8a5c1f44-0a1b-45da-af1b-1342748e1cd0,0,727
Shiloh Hill Still,2022-06-29,0014W00002mup1HQAQ,18. Live,No,85d0fcb7-2266-4c0a-a54e-7036a25e7a1a,0,318
ROBERT LONGHURST - Union Hill Trading Post,2022-06-29,0014W00002muoaQQAQ,18. Live,No,de389f11-6c18-40f7-ac55-802d2017dc53,0,318
Lake Belt Bar and Grill,2022-06-29,0014W00002muoQoQAI,18. Live,No,7c82b0b6-ab93-47c0-892b-4ec1253b0784,0,527
Tomball Athletic Booster Club,2022-06-29,0014W00002muq12QAA,18. Live,No,faf07b11-b377-47a2-8a1e-9a29e99c6fdd,0,837
Rock-Inn,2022-06-29,0014W00002mupDuQAI,13. Booked - Need Info to Onboard,Yes,89dc4a89-b225-4a80-8413-4f66d07b192e,1200,1136
Prime Nachos,2022-06-29,0014W00002muoJEQAY,18. Live,No,665071c4-fce7-41d7-bb02-f805acba58a2,300,1017
This And That Kitchen,2022-06-29,0014W00002mupKIQAY,16. Closed - Onboarded,Yes,fb0a4181-52ba-4774-88c7-ee5b40c398d4,0,409
Nevada Brining Company,2022-06-28,0014W00002mukT8QAI,18. Live,No,080a263f-d82d-4c06-8314-0b30c80fcc55,0,200
El Rodeo Restaurant and Bar,2022-06-28,0014W00002munJhQAI,16. Closed - Onboarded,Yes,456242db-010a-462c-aad3-be95c97a3219,600,936
Sticky 8's,2022-06-28,0014W00002munWHQAY,18. Live,Yes,e2447a1d-19ab-470f-9640-13ce2660331b,300,699
Martin Farms Harvest,2022-06-28,0014W00002munWRQAY,18. Live,No,514b7d98-1494-45bc-a47f-6ce003a84132,0,199
American Legion Post 2,2022-06-28,0014W00002mukFuQAI,18. Live,No,720b6c58-7600-4855-b4d5-9d706db07cb0,0,318
Yummy Ice,2022-06-28,0014W00002mukLJQAY,18. Live,No,21ab83e1-eb83-496f-bb67-0c7f4b7b4aa6,0,0
BGNR Legacy,2022-06-28,0014W00002muk80QAA,18. Live,No,563cd038-cc2f-467b-8765-bfc34bd965eb,828,927
Zaan Indian Cuisine,2022-06-28,0014W00002mujgNQAQ,16. Closed - Onboarded,No,0cb25397-b633-416e-a5be-14039ee631fb,0,0
Magic city bbq Catering and soul,2022-06-28,0014W00002mukQTQAY,16. Closed - Onboarded,No,4888aeb0-2367-4174-8168-c41a8e94e3f7,0,318
MGC BBQ and Pizzeria,2022-06-28,0014W00002mujL6QAI,18. Live,No,1fc1fb54-9d3e-4b13-b069-a7c176a3a2e2,300,499
Gimme Some Suga X Wing it,2022-06-28,0014W00002munPzQAI,18. Live,No,9821bcc7-c80b-47b4-b3c0-cc2ca3173b0b,0,528
Seasoned soul,2022-06-28,0014W00002mukS0QAI,16. Closed - Onboarded,No,01c018db-b8be-4ec5-bb7e-9c2051627c07,0,119
Burger & Shake Co,2022-06-28,0014W00002mtq3RQAQ,18. Live,No,6676d104-234f-438b-9f32-aaa121c942d0,0,646.4
Power Shake,2022-06-28,0014W00002muncPQAQ,18. Live,No,70b84f47-e654-45fb-8fdb-d904707aec46,0,318
Second Street Sandwich Company,2022-06-28,0014W00002muk6nQAA,18. Live,No,d086443d-0590-4317-bb57-4e710fe47581,0,527
